WORKORDER_BASE_ID,WORKORDER_LOT_ID,Start Part,Final Part,Start Thickness,Start Width,Start Temper,Start Surface Finish,Start Stock UM,Start Qty on hand,Start Qty on order,Final Thickness,Final Width,Final Temper,Final Surface Finish,Final Stock UM,Final Qty on hand,Final Qty on order,Product Code,Customer,Alloy,R1 Mill,R1 CR %,R1 Thick,R2 Mill,R2 CR %,R2 Thick,R3 Mill,R3 CR %,R3 Thick,R4 Mill,R4 CR %,R4 Thick,R5 Mill,R5 CR %,R5 Thick
101141,100,628136,101141,.040,9.000,ANN,2B,LB,0.0,1200.0,.020,2.000,CR-50%,2B,LB,0.0,0.0,CONNECTRS/ELECT,HYDRA-ELECTRIC COMPANY,PRECISION C,M 12 MILL GRP,51.250426558767614,0.0194998293764929,,,,,,,,,,,,
103366,105,678763,103366,.025 ,12.500,ANN,2B / 2D,LB,0.0,0.0,.0072,.156,CR,2B,LB,0.0,11.0,DIAPHRM/PRC CTL,LOCKHEED MARTIN SIPPICAN INC,NI-FE 52,M 12 MILL GRP,71.19981567882036,0.0072000460802949,,,,,,,,,,,,
103371,100,605384,103371,.020,9.000,ANN,2B,LB,0.0,0.0,.020,8.000,ANN,2B,LB,0.0,0.0,MISC,LASERAGE TECHNOLOGY CORPORATION,SS 316LS,,,,,,,,,,,,,,,
103378,100,300934,103378,.000165,2.500,CR,2B,LB,0.0,0.0,.000165,2.500,CR,2B,FT,0.0,0.0,X-RAY,KVI KERNFYSISCH VERSNELLER INSTITUT,HAVAR,,,,,,,,,,,,,,,
103385,101,300394,103385,.002,7.600,CR,2B,LB,9.0,77.0,.002 ,7.600,CR,2B,FT,0.0,0.0,X-RAY,IBA MOLECULAR ,HAVAR,,,,,,,,,,,,,,,
103387,100,701668,103387,.001,13,FH,2B,LB,94.0,0.0,.001,0.937,FH,2B,LB,0.0,0.0,DIAPHRM/PRC CTL,WESTERN ENTERPRISES,SS 304,,,,,,,,,,,,,,,
103387,101,301520,103387,.001,13.000,FH,2B,LB,0.0,0.0,.001,0.937,FH,2B,LB,0.0,0.0,DIAPHRM/PRC CTL,WESTERN ENTERPRISES,SS 304,,,,,,,,,,,,,,,
103391,100,300709,103391,.020,12.500,ANN,2B,LB,0.0,0.0,.020,2.000,ANN,2B,FT,0.0,0.0,MISC,READE INTERNATIONAL,CONSTANTAN,,,,,,,,,,,,,,,
103393,100,300103,103393,.018,12.000,CR,2B,LB,0.0,0.0,.001,0.485,CR-75%,2B,LB,0.0,0.0,AEROSPACE,ADL METALWORKS,SS 301HT,M 12 MILL #1,77.77777777777779,0.0039999999999999,M 12 MILL #1,75.0,0.0009999999999999,,,,,,,,,
103403,100,753665,103403,.001,12.375,CR,2B,LB,0.0,0.0,.001,12.000,CR,2B,FT,0.0,0.0,FLEX HTR/CIRCUT,FLEXIBLE CIRCUIT TECHNOLOGIES,CONSTANTAN,,,,,,,,,,,,,,,
103403,101,753650,103403,.002,12.687,ANN,2B,LB,0.0,0.0,.001,12.000,CR,2B,FT,0.0,0.0,FLEX HTR/CIRCUT,FLEXIBLE CIRCUIT TECHNOLOGIES,CONSTANTAN,M 12 MILL #1,50.0,0.001,,,,,,,,,,,,
103403,102,301894,103403,.00098,12.660,FH,2B,LB,0.0,0.0,.001,12.000,CR,2B,FT,0.0,0.0,FLEX HTR/CIRCUT,FLEXIBLE CIRCUIT TECHNOLOGIES,CONSTANTAN,,,,,,,,,,,,,,,
103408,100,794580,103408,.006,12.375,ANN,2B,LB,0.0,821.0,.006,12,ANN,2B,LB,0.0,0.0,MISC,INTEGRITY METALS & SLITTING,TI-GR 1,,,,,,,,,,,,,,,
102559,100,794504,102559,.0123,12.375,ANN,SB,LB,0.0,1105.0,.0123,3.300,ANN,SB,LB,0.0,0.0,MED: IMPLANT,HERAEUS VADNAIS INC,TI-GR 1,,,,,,,,,,,,,,,
102560,100,794417,102560,.016,12.375,ANN,BB,LB,288.0,627.0,.016,5.0,ANN,BB,LB,0.0,5700.0,MED: IMPLANT,BRUNK INDUSTRIES,TI-GR 1,,,,,,,,,,,,,,,
102570,100,753657C,102570,.002,4.375,ANN,2B,LB,0.0,-89.0,.0002,4.000,CR-90%,SG,FT,0.0,0.0,STR GAGE FOIL,NINGBO SHIBO ELECTRONIC CO LTD,CONSTANTAN,F FOIL MILL GRP,86.4999864999865,0.0002700002700002,F FOIL MILL #2,25.92592592592593,0.0002000002000002,,,,,,,,,
102571,100,658161,102571,.020,10.500,ANN,2B,LB,11575.0,65402.0,.00787,4.7244,CR,2B,LB,0.0,0.0,RESISTOR,INDUSTRIAL SUPPLIERS CO LTD SA,EVANOHM R,M 12 MILL GRP,60.629921259842526,0.0078740157480314,,,,,,,,,,,,
102571,102,658161,102571,.020,10.500,ANN,2B,LB,11575.0,65402.0,.00787,4.7244,CR,2B,LB,0.0,0.0,RESISTOR,INDUSTRIAL SUPPLIERS CO LTD SA,EVANOHM R,M Z-HIGH MILL,60.629921259842526,0.0078740157480314,,,,,,,,,,,,
102581,100,794470,102581,.012,12.375,ANN,BB,LB,240.0,13320.0,.012,12.000,ANN,BB,LB,0.0,0.0,MED: IMPLANT,HUDSON TOOL & DIE ,TI-GR 1,,,,,,,,,,,,,,,
102587,100,753657D,102587,.002,4.375,ANN,2B,LB,0.0,0.0,.0002,4.000,CR,SG,FT,0.0,0.0,STR GAGE FOIL,STAR COURIER LIMITED ,CONSTANTAN,F FOIL MILL GRP,86.4999864999865,0.0002700002700002,F FOIL MILL #1,25.92592592592593,0.0002000002000002,,,,,,,,,
102591,100,777527,102591,.010,12.687 NOMINAL,CR ,2B,LB,0.0,0.0,.0007,2.800,ANN,2B,LB,0.0,0.0,MISC,"PTS LABORATORIES, INC.",NI 201,M 12 MILL GRP,60.0,0.004,M 12 MILL #1,82.50004374989062,0.0006999982500043,,,,,,,,,
102600,100,794663,102600,.001969,12,ANN,2B,LB,0.0,0.0,.00098,11.0236,ANN,2B,FT,0.0,0.0,SOLAR,ZSW INSTITUT,TI-GR 1,M 12 MILL #1,50.22399203583873,0.0009800895968143,,,,,,,,,,,,
102607,101,794628,102607,.003,12.25,ANN,2B,LB,0.0,0.0,.003,1.700,ANN,2B,LB,0.0,0.0,MISC,MITSUBISHI HEAVY INDUSTRIES AMERICA,TI-GR 1,,,,,,,,,,,,,,,
102609,100,694272,102609,.020,12.625,ANN,2B,LB,82.0,0.0,.013,4.250,ANN,2B,LB,0.0,0.0,MED: IMPLANT,HUDSON TOOL AND DIE,TI-GR 1,M 14 MILL,35.00162495937601,0.0129996750081247,,,,,,,,,,,,
102609,101,794459,102609,.013,12.375,ANN,2B,LB,626.0,665.0,.013,4.250,ANN,2B,LB,0.0,0.0,MED: IMPLANT,HUDSON TOOL AND DIE,TI-GR 1,,,,,,,,,,,,,,,
102616,100,705670,102616,.001,12.1875,ANN,2B,LB,681.0,402.0,.001,11.500,ANN,2B,FT,0.0,0.0,DIAPHRM/PRC CTL,GP:50 ,SS 316L,,,,,,,,,,,,,,,
102618,100,800076A,102618,.010,4.75,ANN,2B,LB,0.0,0.0,.00015,3.950,CR-90%,SG,FT,0.0,0.0,STR GAGE FOIL,HBM,CONSTANTAN,M 12 MILL GRP,85.00007499962501,0.0014999925000374,F FOIL MILL #1,86.00008399949601,0.0002099976900191,F FOIL MILL #2,28.571428571428577,0.0001499983500136,,,,,,
102621,100,792630,102621,.0035,11.875,ANN,2B,LB,0.0,0.0,.0035,0.584,ANN,2B,LB,0.0,0.0,AEROSPACE,GOODRICH AEROSTRUCTURES GROUP,TI-GR 9,,,,,,,,,,,,,,,
102623,100,792630,102623,.0035,11.875,ANN,2B,LB,0.0,0.0,.0035,0.882,ANN,2B,LB,0.0,0.0,AEROSPACE,GOODRICH AEROSTRUCTURES GROUP,TI-GR 9,,,,,,,,,,,,,,,
102636,100,800046,102636,.051,6.500,ANN,,LB,0.0,0.0,.0324,2.000,1/4 H,2B,LB,0.0,0.0,AEROSPACE,RIVERHAWK COPORATION,SS 422,M 12 MILL GRP,9.909909909909912,0.0459459459459459,M 12 MILL GRP,29.567544724609103,0.0323608578292336,,,,,,,,,
102669,100,701668,102669,.001,13,FH,2B,LB,94.0,0.0,.0004,4.500,FH,2B,FT,0.0,0.0,AEROSPACE,TECHNETICS GROUP,SS 304,M 12 MILL GRP,60.00000000000001,0.0004,,,,,,,,,,,,
102669,101,301520,102669,.001,13.000,FH,2B,LB,0.0,0.0,.0004,4.500,FH,2B,FT,0.0,0.0,AEROSPACE,TECHNETICS GROUP,SS 304,M 12 MILL #1,60.00000000000001,0.0004,,,,,,,,,,,,
101158,101,300975,101158,.00032,4.375,CR,2B,LB,0.0,0.0,.00032,4.375,CR,2B,FT,0.0,0.0,STR GAGE FOIL,OPTO DIODE CORP,HPM 80/20A,,,,,,,,,,,,,,,
101168,100,726598,101168,.0058,5.25,CR-50%,2B,LB,0.0,0.0,,,CR-50%,2B,LB,0.0,0.0,MED: IMPLANT,"BRUNK INDUSTRIES, INC.",MP35N,,,,,,,,,,,,,,,
101168,101,726599,101168,.0058,5.75,CR,2B,LB,0.0,0.0,,,CR-50%,2B,LB,0.0,0.0,MED: IMPLANT,"BRUNK INDUSTRIES, INC.",MP35N,,,,,,,,,,,,,,,
101175,100,705005,101175,.002,2,ANN,2B,LB,0.0,0.0,.002,2.000,ANN,2B,LB,0.0,0.0,DIAPHRM/PRC CTL,ROSEMOUNT,SS 316L,,,,,,,,,,,,,,,
101175,102,705655,101175,.002,12.625,ANN,2B,LB,268.0,312.0,.002,2.000,ANN,2B,LB,0.0,0.0,DIAPHRM/PRC CTL,ROSEMOUNT,SS 316L,,,,,,,,,,,,,,,
101176,101,705640,101176,.004,12.625,ANN,2B,LB,209.0,1492.0511,.004,2.000,ANN,2B,LB,0.0,0.0,DIAPHRM/PRC CTL,ROSEMOUNT,SS 316L,,,,,,,,,,,,,,,
101176,102,706628,101176,.004,5.5,CR,2B,LB,0.0,0.0,.004,2.000,ANN,2B,LB,0.0,0.0,DIAPHRM/PRC CTL,ROSEMOUNT,SS 316L,,,,,,,,,,,,,,,
101180,100,730602,101180,.002,4,ANN,2B,LB,0.0,0.0,.002,2.000,ANN,2B,LB,0.0,0.0,DIAPHRM/PRC CTL,ROSEMOUNT,HPM C-276,,,,,,,,,,,,,,,
101195,100,794625,101195,.003,12.25,ANN,2B,LB,62.0,0.0,.003,3.250,ANN,2B,LB,0.0,0.0,MED: IMPLANT,HUDSON TOOL & DIE,TI-GR 1,,,,,,,,,,,,,,,
101197,100,726355,101197,.045,6.500,ANN,2B,LB,0.0,0.0,.0025,.400,CR,2B (5 MICRO-INCH MAX.),LB,0.0,0.0,MED: IMPLANT,"PLAINFIELD STAMPING - ILLINOIS, INC.",MP35N LTI,M 12 MILL GRP,80.0,0.009,M 12 MILL GRP,72.22222222222221,0.0024999999999999,,,,,,,,,
101198,100,717703,101198,.0025,3.25,CR,2B,LB,0.0,0.0,.0025,3.250,CR,2B,LB,0.0,650.0,DIAPHRM/PRC CTL,KLESK METAL STAMPING,HAVAR,,,,,,,,,,,,,,,
101198,102,717500,101198,.012,7.750,ANN,2B,LB,486.0,785.0625,.0025,3.250,CR,2B,LB,0.0,650.0,DIAPHRM/PRC CTL,KLESK METAL STAMPING,HAVAR,M 12 MILL GRP,79.16666666666666,0.0025,,,,,,,,,,,,
101198,103,717108,101198,.045,8.000,ANN,2B,LB,559.0,0.0,.0025,3.250,CR,2B,LB,0.0,650.0,DIAPHRM/PRC CTL,KLESK METAL STAMPING,HAVAR,M 12 MILL GRP,73.33333333333334,0.012,M 12 MILL GRP,79.16666666666666,0.0025,,,,,,,,,
101198,104,301793,101198,.0025,3.250,CR,2B,LB,9.58,0.0,.0025,3.250,CR,2B,LB,0.0,650.0,DIAPHRM/PRC CTL,KLESK METAL STAMPING,HAVAR,,,,,,,,,,,,,,,
101217,100,800165,101217,.060,4.000,ANN,2B,LB,0.0,0.0,.002,.3937,CR,2B,LB,0.0,0.0,CONNECTRS/ELECT,OAK RIDGE NATIONAL LABS,NI-3AT%W,M 12 MILL #2,83.33333333333333,0.01,M 12 MILL #2,80.0,0.002,,,,,,,,,
101218,100,800166,101218,.060,5.500,,,FT,0.0,0.0,.002,2.700,CR,MIRROR (RA 3 MICROINCH MAX),FT,0.0,0.0,CONNECTRS/ELECT,3 M,NI-3AT%W,M 12 MILL #2,83.33333333333333,0.01,M 12 MILL #2,80.0,0.002,,,,,,,,,
101220,100,800136,101220,.00015,3.750,CR,,FT,0.0,0.0,.00015,3.750,ANN,2B,FT,0.0,0.0,STR GAGE FOIL,SI TECHNOLOGIES,CONSTANTAN,,,,,,,,,,,,,,,
101232,100,100019,101232,.00019,3.500,CR,2B,FT,9353.4767,108336.5475,.00019,2.500,CR,2B,LB,0.0,0.0,AEROSPACE,GOODRICH AEROSTRUCTURES GROUP,HPM 404,,,,,,,,,,,,,,,
101232,101,774665,101232,.002,4.375,ANN,2B,LB,335.0,0.0,.00019,2.500,CR,2B,LB,0.0,0.0,AEROSPACE,GOODRICH AEROSTRUCTURES GROUP,HPM 404,F FOIL MILL GRP,81.00015199878402,0.0003799969600243,,,,,,,,,,,,
101233,100,774667,101233,.002,4.000,ANN,2B,LB,0.0,0.0,.00019,4.000,CR,2B,LB,0.0,0.0,AEROSPACE,GOODRICH AEROSTRUCTURES GROUP,HPM 404,F FOIL MILL GRP,81.00015199878402,0.0003799969600243,,,,,,,,,,,,
101248A,100,300348,101248A,.0015,4.375,ANN,2B,LB,11.0,0.0,.0001,4.000,CR-90%,SG,FT,0.0,0.0,STR GAGE FOIL,GLOBAL-TECH INTL INC,CONSTANTAN,F FOIL MILL GRP,81.33353244232062,0.0002799970133651,F FOIL MILL GRP,28.57142857142857,0.0001999978666894,,,,,,,,,
101248A,101,300349,101248A,.002,4.375,CR,2B,LB,30.0,0.0,.0001,4.000,CR-90%,SG,FT,0.0,0.0,STR GAGE FOIL,GLOBAL-TECH INTL INC,CONSTANTAN,F FOIL MILL #1,89.999899999,0.00020000200002,F FOIL MILL #2,50.0,0.00010000100001,,,,,,,,,
101252,100,730506,101252,.012,12.687,ANN,2B,LB,0.0,188.0,.0015,2.500,ANN,2B ,LB,0.0,0.0,DIAPHRM/PRC CTL,KEARFLEX ENGINEERING CO INC,HPM C-276,M 12 MILL GRP,66.66666666666666,0.004,M 12 MILL #1,62.50046874414069,0.0014999812502343,,,,,,,,,
101253,100,800169,101253,.0005,3.000,ANN,2B,LB,0.0,0.0,.0005,3.000,ANN,2B,LB,0.0,0.0,MED: IMPLANT,ST JUDE MEDICAL MAVEN,TI-GR 2,,,,,,,,,,,,,,,
101258,100,777517,101258,.010,12.687,ANN,2B,LB,0.0,0.0,.005,6.000,ANN,2B,LB,0.0,0.0,MISC,CMT TECHNOLOGIES,NI 201,M 12 MILL #1,50.0,0.005,,,,,,,,,,,,
101459,103,301580,101459,.00118,13.000,FH,2B,LB,135.0,0.0,.001,1.250,ANN,2B,LB,0.0,0.0,CONNECTRS/ELECT,MPD INC,SS 430,M 12 MILL #1,15.254237288135595,0.001,,,,,,,,,,,,
101460,100,608322,101460,.024 ,14.000,ANN,2B,LB,0.0,0.0,.002,13.000,FH,2B - RA 3 MAX.,LB,0.0,0.0,SOLAR,INFINITE POWER SOLUTIONS,SS 430,M Z-HIGH MILL,83.33333333333334,0.004,M 14 MILL,50.0,0.002,,,,,,,,,
101460,101,608320,101460,.024 ,14.500,ANN,2B,LB,1665.0,0.0,.002,13.000,FH,2B - RA 3 MAX.,LB,0.0,0.0,SOLAR,INFINITE POWER SOLUTIONS,SS 430,M Z-HIGH MILL,83.33333333333334,0.004,M 14 MILL,50.0,0.002,,,,,,,,,
102669,102,301791,102669,.001,12.500,ANN,2B,LB,0.0,0.0,.0004,4.500,FH,2B,FT,0.0,0.0,AEROSPACE,TECHNETICS GROUP,SS 304,M 12 MILL #1,60.00000000000001,0.0004,,,,,,,,,,,,
102670,100,758155,102670,.0089,10.5,ANN,2B,LB,0.0,0.0,.00015,4.000,CR,SG,FT,0.0,0.0,STR GAGE FOIL,SHINE (HK) DEVELOPMENT LIMITED,EVANOHM R,M 12 MILL GRP,83.14597273018387,0.0015000084270136,F FOIL MILL #1,83.33333333333333,0.0002500014045022,F FOIL MILL #2,40.00119997600048,0.0001499978427445,,,,,,
102675,100,753740,102675,.0005,12.250,CR,2B,LB,0.0,0.0,.0005,12.250,CR,2B,FT,0.0,0.0,STR GAGE FOIL,INDUSTRIAL SUPPLIERS CO LTD,CONSTANTAN,,,,,,,,,,,,,,,
102677,100,792553,102677,.0095,10,ANN,2B,LB,0.0,0.0,.005,9.500,ANN,2B,FT,0.0,0.0,X-RAY,SAMUEL SON & CO INC,TI-GR 9,M 14 MILL,50.0,0.00475,,,,,,,,,,,,
102693,100,629539,102693,.010,12.625,ANN,2B,LB,0.0,0.0,.0014,4.000,TH04,2B,LB,0.0,0.0,CONNECTRS/ELECT,ITALIX COMPANY INC,CU-BE 25,M 12 MILL GRP,60.0,0.004,M 12 MILL #1,64.99947499212487,0.001400021000315,,,,,,,,,
102695,100,605028,102695,.060,14.500,ANN,2B,LB,0.0,0.0,.0299,.6299,ANN,2B,LB,0.0,0.0,DIAPHRM/PRC CTL,HAM-LET ADVANCED CONTROL TECHNOLOGY,SS 316L,M Z-HIGH MILL,50.132149803022,0.0299207101181868,,,,,,,,,,,,
102695,101,605023,102695,.062 ,14.500,ANN,2B,LB,0.0,0.0,.0299,.6299,ANN,2B,LB,0.0,0.0,DIAPHRM/PRC CTL,HAM-LET ADVANCED CONTROL TECHNOLOGY,SS 316L,M Z-HIGH MILL,51.742109834958015,0.029919891902326,,,,,,,,,,,,
102695,102,605030,102695,.060,12.625,ANN,2B,LB,0.0,0.0,.0299,.6299,ANN,2B,LB,0.0,0.0,DIAPHRM/PRC CTL,HAM-LET ADVANCED CONTROL TECHNOLOGY,SS 316L,M Z-HIGH MILL,50.132149803022,0.0299207101181868,,,,,,,,,,,,
102704,100,629539,102704,.010,12.625,ANN,2B,LB,0.0,0.0,.00245,5.000,1/2 H,2B,LB,0.0,0.0,SPRINGS,"GEOSPACE TECHNOLOGIES, LP",CU-BE 25,M 14 MILL,68.49996849996849,0.0031500031500031,M 12 MILL GRP,22.221358015089056,0.0024500296725543,,,,,,,,,
102706,102,758147,102706,.02,5.688,ANN,2B,LB,0.0,0.0,.020,0.191,ANN,2B,LB,0.0,0.0,RESISTOR,VISHAY DALE ELECTRONICS INC.,EVANOHM R,,,,,,,,,,,,,,,
102710,100,794528,102710,.010,12.375,ANN,2B (RA 8 MAX.),LB,128.0,5689.0,.010,1.654,ANN,2B,LB,0.0,0.0,MED: IMPLANT,MATINO MEDICAL DEVICES,TI-GR 1,,,,,,,,,,,,,,,
102716,103,300019,102716,.0005,4.000,CR,2B,LB,24.0,0.0,.0005,4.000,CR (45-50%),2B,FT,0.0,0.0,DIAPHRM/PRC CTL,FORTIVE SETRA ICG TIANJIN,SS 304,,,,,,,,,,,,,,,
102716,105,702647,102716,.002,13.250,FH,2B,LB,0.0,0.0,.0005,4.000,CR (45-50%),2B,FT,0.0,0.0,DIAPHRM/PRC CTL,FORTIVE SETRA ICG TIANJIN,SS 304,M 12 MILL #1,52.50083123545337,0.0009499833752909,M 12 MILL #1,47.368421052631575,0.0004999912501531,,,,,,,,,
102720,100,726355,102720,.045,6.500,ANN,2B,LB,0.0,0.0,.004,5.748,ANN,2B,LB,0.0,0.0,MED: IMPLANT,MEDINOL LTD,MP35N LTI,M 12 MILL GRP,77.77777777777777,0.01,M 12 MILL GRP,60.0,0.004,,,,,,,,,
102729,100,794459,102729,.013,12.375,ANN,2B,LB,626.0,665.0,.013,12.375,ANN,2B,FT,0.0,0.0,MISC,FILAMENTS UNLIMITED INC,TI-GR 1,,,,,,,,,,,,,,,
102732,100,730614,102732,.004,12.250,CR ,2B,LB,248.0,150.0,.0012,1.000,ANN,2B,LB,12.83,0.0,DIAPHRM/PRC CTL,KLESK METAL STAMPING,HPM C-276,M 12 MILL GRP,69.99969999699996,0.00120001200012,,,,,,,,,,,,
102733A,100,630104,102733A,.045,12.625,ANN,2B,LB,138.0,0.0,.004,.4724,ANN,2B (RA 3 MAX),LB,0.0,0.0,CONNECTRS/ELECT,SUPERPOWER INC,HPM C-276,M 12 MILL GRP,73.33333333333334,0.012,M 12 MILL GRP,66.66666666666666,0.004,,,,,,,,,
102734,100,746745,102734,.0005,3.75,CR,2B,FT,0.0,0.0,.0005,2.000,CR,2B,FT,0.0,0.0,MAGNETIC,GEOLINK UK LIMITED,MOLY PERM,,,,,,,,,,,,,,,
102736,100,653538,102736,.010,4.625,ANN,2B,EA,0.0,0.0,.010,4.625,ANN,2B,LB,0.0,0.0,STR GAGE FOIL,HBM,CONSTANTAN,,,,,,,,,,,,,,,
102740,100,597115B,102740,.010,3,ANN,2B,LB,0.0,0.0,.010,3.000,ANN,2B,LB,0.0,0.0,TV: CATHODE,THOMSON TUBES,80/20AL-NIW,,,,,,,,,,,,,,,
102743,100,758324C,102743,.002,4.375,ANN,2N,LB,0.0,0.0,.0002,4.000,CR,SG,FT,0.0,0.0,STR GAGE FOIL,SHENZHEN ANWAH FAREAST,EVANOHM R,F FOIL MILL #1,86.000083999496,0.00027999832001,F FOIL MILL GRP,28.57142857142858,0.0001999988000071,,,,,,,,,
102743A,100,102106C,102743A,.0002,4.000 ,CR,SG,FT,0.0,0.0,.0002,4.000,CR,SG,FT,0.0,0.0,STR GAGE FOIL,SHENZHEN ANWAH FAREAST,EVANOHM R,,,,,,,,,,,,,,,
102743C,100,758327F,102743C,.002,10.500,CR,2B,LB,0.0,0.0,.0002,4.000,CR-90%,SG,FT,0.0,0.0,STR GAGE FOIL,SHENZHEN ANWAH FAREAST,EVANOHM R,F FOIL MILL #1,86.000083999496,0.00027999832001,F FOIL MILL GRP,28.57142857142858,0.0001999988000071,,,,,,,,,
102745,102,658160,102745,.020  ,10.000,ANN,2B,LB,0.0,0.0,.020,.195,ANN,2B,LB,0.0,0.0,RESISTOR,VISHAY DALE ELECTRONICS INC.,EVANOHM R,,,,,,,,,,,,,,,
102751,100,646523,102751,.010 ,16.000,CR,2B,LB,3224.0,0.0,.006,2.195,ANN,2B,LB,0.0,0.0,MAGNETIC,THE MUSHIELD COMPANY INC,MOLY PERM,M Z-HIGH MILL,40.00119997600047,0.0059998800023999,,,,,,,,,,,,
102751,102,102397,102751,.006,15.000,ANN,2B,LB,0.0,0.0,.006,2.195,ANN,2B,LB,0.0,0.0,MAGNETIC,THE MUSHIELD COMPANY INC,MOLY PERM,,,,,,,,,,,,,,,
102758,101,629350,102758,.0226,10.000,ANN,2B,LB,0.0,0.0,.008,1.000,1/4 H,2B,FT,0.0,0.0,AEROSPACE,EATON AEROSPACE LLC,CU-BE 25,M 12 MILL GRP,60.1593625498008,0.009003984063745,M 12 MILL GRP,11.111111111111102,0.0080035413899955,,,,,,,,,
102764A,100,800065,102764A,.002,4.375,CR,,LB,91.0,0.0,.0002,4.000,CR-67%,SG,FT,0.0,0.0,STR GAGE FOIL,INDUSTRIAL SUPPLIERS CO LTD,NI-CR,M 12 MILL #1,69.99969999699996,0.00060000600006,F FOIL MILL #2,66.66666666666667,0.00020000200002,,,,,,,,,
102769,101,300021,102769,.0007,12.1116,CR-70%,2B,LB,46.8,0.0,.0007,5.500,CR-70%,2B,FT,0.0,0.0,DIAPHRM/PRC CTL,TECHNETICS GROUP,SS 304,,,,,,,,,,,,,,,
102772,100,677530,102772,.010 ,12.500,ANN,2B,LB,0.0,0.0,.010,12.000,ANN,2B,FT,0.0,0.0,FLEX HTR/CIRCUT,MINCO,NI 201,,,,,,,,,,,,,,,
102772,102,777527,102772,.010,12.687 NOMINAL,CR ,2B,LB,0.0,0.0,.010,12.000,ANN,2B,FT,0.0,0.0,FLEX HTR/CIRCUT,MINCO,NI 201,,,,,,,,,,,,,,,
102773,100,608685,102773,.020,14.50,ANN,2B,LB,0.0,0.0,.001,12.500,FH,2B,LB,0.0,1.0,SOLAR,GLOBAL SOLAR ENERGY,SS 436,M Z-HIGH MILL,80.0,0.004,M 14 MILL,75.0,0.001,,,,,,,,,
102779,100,705655,102779,.002,12.625,ANN,2B,LB,268.0,312.0,.00197,2.008,ANN,2B,LB,0.0,0.0,DIAPHRM/PRC CTL,MINMETALS STEEL CO LTD,SS 316L,,,,,,,,,,,,,,,
102781,100,794503,102781,.012,12.375,CR,2B,LB,0.0,0.0,.012,6.500,CR,2B,LB,0.0,0.0,AEROSPACE,MORGAN ADVANCED CERAMICS,TI-GR 1,,,,,,,,,,,,,,,
102786,100,771661B,102786,.002,4.375,ANN,2B,LB,0.0,0.0,.0002,4.000,CR,SG,FT,0.0,0.0,STR GAGE FOIL,SHENZHEN ANWAH FAR EAST I/E CO LTD,NI 270,F FOIL MILL #1,86.4999864999865,0.0002700002700002,F FOIL MILL #2,25.92592592592593,0.0002000002000002,,,,,,,,,
102786,102,771661B,102786,.002,4.375,ANN,2B,LB,0.0,0.0,.0002,4.000,CR,SG,FT,0.0,0.0,STR GAGE FOIL,SHENZHEN ANWAH FAR EAST I/E CO LTD,NI 270,F FOIL MILL #1,86.4999864999865,0.0002700002700002,F FOIL MILL #2,25.92592592592593,0.0002000002000002,,,,,,,,,
102797,100,800258,102797,.010,6.000,ANN,2B,LB,0.0,0.0,.004,5.500,1/4 H,2B,FT,0.0,0.0,MISC,SANDIA NATIONAL LABORATORIES,KOVAR®,M 12 MILL GRP,54.999549995499954,0.00450004500045,M 12 MILL GRP,11.111111111111107,0.0040000400004,,,,,,,,,
102799,100,800259,102799,.005,6.000,CR-50%,2B,FT,0.0,0.0,.005,1.250,CR-50%,2B,FT,0.0,0.0,DIAPHRM/PRC CTL,SWAGELOK,MP35N®,,,,,,,,,,,,,,,
101463,100,728133,101463,.04,4.5,ANN,2B,LB,26.0,286.0,.0145,.205,CR-50%,2B,FT,688.0,313.0,AEROSPACE,ELDEC CORPORATION,PRECISION C,M 12 MILL GRP,26.2482483958994,0.0295007006416402,M 12 MILL GRP,49.99999999999999,0.0147503503208201,,,,,,,,,
101463,102,728170,101463,.036,4.5,ANN,2B / 2D,LB,0.0,0.0,.0145,.205,CR-50%,2B,FT,688.0,313.0,AEROSPACE,ELDEC CORPORATION,PRECISION C,M 12 MILL GRP,18.0529378021798,0.0295009423912152,M 12 MILL GRP,50.0,0.0147504711956076,,,,,,,,,
101463,103,301764,101463,.0145 ,.205,CR-50%,2B,LB,13.37,0.0,.0145,.205,CR-50%,2B,FT,688.0,313.0,AEROSPACE,ELDEC CORPORATION,PRECISION C,,,,,,,,,,,,,,,
101463,105,301764,101463,.0145 ,.205,CR-50%,2B,LB,13.37,0.0,.0145,.205,CR-50%,2B,FT,688.0,313.0,AEROSPACE,ELDEC CORPORATION,PRECISION C,,,,,,,,,,,,,,,
101464A,100,753653H,101464A,.002,4.375,CR,2B,LB,0.0,0.0,.00012,4.000,CR-90%,SG,FT,0.0,0.0,STR GAGE FOIL,INDUSTRIAL SUPPLIERS CO LTD SA ,CONSTANTAN,M 12 MILL GRP,40.00119997600047,0.0011999760004799,F FOIL MILL #1,85.83368749114605,0.0001699923502592,F FOIL MILL GRP,33.333333333333336,0.0001133282335061,,,,,,
101464A,102,753653H,101464A,.002,4.375,CR,2B,LB,0.0,0.0,.00012,4.000,CR-90%,SG,FT,0.0,0.0,STR GAGE FOIL,INDUSTRIAL SUPPLIERS CO LTD SA ,CONSTANTAN,M 12 MILL GRP,40.00119997600047,0.0011999760004799,F FOIL MILL #1,85.83368749114605,0.0001699923502592,F FOIL MILL GRP,33.333333333333336,0.0001133282335061,,,,,,
